Title,Properties
Indonesia dalam tahun 1981,
Gempa bumi Sumba 1977,"{{Infobox earthquake
|title=Gempa Bumi Sumba 1977
|map2 = {{Location map+ | Indonesia #Nusa Tenggara Timur
|places =
{{Location map~|Indonesia#Nusa Tenggara Timur|lat=-11.085|long=118.464|mark=Bullseye1.png|marksize=40}}
| relief = 1
| width = 250
| float = right
| caption = }}
|mapsize            =
|caption            =
|timestamp          = 1977-08-19 06:08:55
|anss-url           = iscgem694739
|isc-event          = 694739
|local-date               = {{Start date|1977|8|19|mf=y}} <ref name=Utsu/>
|local-time         = 14:08
|duration           =
|magnitude          = 8.3 {{M|w|link=y}}
|local-date= 19 Agustus 1977
|map =
|image name =
|depth=30.0 km
|location=
|countries affected = [[Sumba]], [[Sumbawa]], Indonesia<br>Australia 
|intensity = {{MMI|8}}
|tsunami= ya
|casualties = 316 tewas<br>1,100 luka-luka
}}"
Indonesia dalam tahun 1973,
Panasonic Awards 1998,"{{Infobox award
| name = Panasonic Awards 1998
| date = [[Jumat]], [[27 November]] [[1998]]
| location = Plenary Hall, [[Jakarta Convention Center]], [[Jalan Jenderal Gatot Subroto (Jakarta)|Jalan Jenderal Gatot Subroto]], [[Senayan]], [[Gelora, Tanah Abang, Jakarta Pusat]]
| country = {{flag|Indonesia}}
| sponsor        = [[Panasonic]]
| runtime        = 2 jam 30 menit (19:30-22:00 [[Waktu Indonesia Barat|WIB]])
| most_awards = [[RCTI]] (5)
| award1_type = Sinetron Serial
| award1_winner = [[Karmila]] ([[Indosiar]])
| award2_type = Pemeran Pria
| award2_winner = [[Ari Wibowo]] ([[Tersanjung]] - [[Indosiar]])
| award3_type = Pemeran Wanita
| award3_winner = [[Paramitha Rusady]] ([[Karmila]] - [[Indosiar]])
| network = [[Indosiar]]
| previous = [[Panasonic Awards 1997|1997]]
| main = [[Panasonic Gobel Awards]]
| next = [[Panasonic Awards 1999|1999]]
}}"
Kejuaraan Dunia IBF 1980,
Arie Hanggara,"{{Infobox person
| name               = Arie Hanggara
| birth_date         = {{Birth date|1977|12|21}}
| birth_place        = [[Bogor]], [[Jawa Barat]], Indonesia
| death_date         = {{Death date and age|1984|11|8|1977|12|21}}
| death_place        = [[Jakarta]], Indonesia
| death_cause        = [[Penganiayaan]] hingga [[meninggal]]
}}"
Kebakaran hutan Indonesia 1997,
Indonesia dalam tahun 1989,
Festival Istiqlal,
Tabrakan KRL Jabotabek Ratujaya 1993,"{{Infobox rail accident
<!-- Disembunyikan sebagai komentar: |image = Kecelakaan_Kereta_Api_Ratu_Jaya.jpg 
|caption = Gerbong Kecelakaan Kereta Api Ratu Jaya-->
|date = {{Start date and age|1993|11|2}}
|time = 07.25 WIB
|location = [[Kabupaten Bogor|Kota Administratif Depok]]
|country = [[Indonesia]]
|line = [[Jalur kereta api Manggarai–Padalarang|Manggarai–Padalarang]]
|operator = [[Perusahaan Umum Kereta Api]]
|type = Tabrakan langsung
|cause = Miskomunikasi antar-[[PPKA]]
|trains = 2
|pax = 
|deaths = 20
|injuries = ± 100
|crew = 
}}"
Paket Kebijaksanaan Oktober 1988,
Pemilihan Presiden Indonesia 1993,"{{Infobox Election
| election_name      = Pemilihan Presiden Indonesia 1993
| country            = Indonesia
| type               = presiden
| ongoing            = no
| previous_election  = Pemilihan Presiden Indonesia 1988
| previous_year      = 1988
| next_election      = Pemilihan Presiden Indonesia 1998
| next_year          = 1998
| election_date      = 10 Maret 1993
| votes_for_election = 649 suara anggota [[Majelis Permusyawaratan Rakyat Republik Indonesia]]{{efn|name=MPR|Jumlah anggota MPR adalah hasil dari penjumlahan Anggota DPR, yaitu 500 anggota dan Anggota Fraksi Urusan Daerah sebanyak 149 anggota, yang berlaku dari 1988-1998.}}
| needed_votes       = 433 suara anggota<ref>{{cite book|url=https://www.google.co.id/books/edition/Ketetapan_ketetapan_Majelis_Permusyawara/J3q7AAAAIAAJ?hl=en|last=Penerangan, Republik Indonesia|first=Departemen|title=Ketetapan-ketetapan Majelis Permusyawaratan Rakyat Republik Indonesia, tahun 1973|page=49|accessdate=29 December 2022}}</ref>{{efn|name=Voting|Jumlah untuk menyetujui calon presiden agar menjadi presiden adalah 2/3 anggota dari seluruh anggota}}
| image1             = [[Berkas:President Suharto, 1988.jpg|125x125px]]
| nominee1           = '''[[Soeharto]]'''
| party1             = Golongan Karya
| electoral_vote1    = '''649'''
| percentage1        = '''100,00%'''
<!-- Persentase -->
|result_bar =
{{Composition bar advanced
|boxwidth     = 300
|total        = 100
|party1       = 100
|partycolor1  = {{Golongan Karya/meta/color}}
|divisionname =Hasil suara
}}
|map_image           = Hasil Pilpres 1993.svg
|map_caption         = Suara Majelis Permusyawaratan Rakyat
{{legend|#FFFF00|Soeharto: 649 kursi}}
| title              = [[Presiden Indonesia|Presiden]]
| before_election    = [[Soeharto]]
| before_party       = Golongan Karya
| after_election     = [[Soeharto]]
| after_party        = Golongan Karya
}}"
Garuda Indonesia Penerbangan 892,"{{Infobox aircraft occurrence
| name = Garuda Indonesian Airways Penerbangan 892
| image = PK-GJA Garuda Convair 990 Coronado Schiphol 1968.jpg
| image_upright = 1.2
| alt = 
| caption = ''Pajajaran'', pesawat Garuda Indonesian Airways yang mengalami kecelakaan.
| occurrence_type = Kecelakaan
| date = {{start date|1968|5|28|df=y}}
| summary = Jatuh setelah lepas landas; diduga akibat [[Bahan bakar penerbangan#Perbedaan avtur dan avgas|kesalahan pengisian bahan bakar pesawat]]
| site = Desa Bilalpada, dekat [[Nala Sopara]], India
| coordinates = <!-- {{coord|LAT|LON|type:event|display = inline,title}} -->
| aircraft_type = [[Convair 990|Convair CV-990-30A-5]]
| aircraft_name = ''[[Pajajaran]]''
| operator = [[Garuda Indonesian Airways]]
| tail_number = PK-GJA
| origin = [[Bandar Udara Internasional Kemayoran]], [[Jakarta]], Indonesia
| stopover0 = [[Pangkalan Udara Paya Lebar|Bandar Udara Internasional Singapura]], [[Singapura]]
| stopover1 = [[Bandar Udara Internasional Don Mueang|Bandar Udara Internasional Bangkok]], [[Bangkok]], Thailand
| stopover2 = [[Bandar Udara Internasional Chhatrapati Shivaji Maharaj|Bandar Udara Santacruz]], [[Bombay]], India
| stopover3 = [[Bandar Udara Internasional Jinnah|Bandar Udara Internasional Karachi]], [[Karachi]], Pakistan
| stopover4 = [[Bandar Udara Internasional Kairo]], [[Kairo]], Republik Arab Bersatu
| last_stopover = [[Bandar Udara Leonardo da Vinci–Fiumicino]], [[Roma]], Italia
| destination = [[Bandar Udara Schiphol Amsterdam]], [[Amsterdam]], Belanda
| occupants = 29
| passengers = 15
| crew = 14
| fatalities = 30:<br/ >{{blist|29 ''occupant''|Satu di darat}}
| survivors = 0
}}"
Gempa bumi Liwa 1994,"{{Infobox earthquake
| title = Gempa bumi Liwa 1994
| timestamp = 1994-02-15 17:07:43
| anss-url = usp00068jd
| isc-event = 185661
| local-date = {{Start-date|16 Februari 1994}}
| local-time = 00:07 [[Time in Indonesia|WIB]]
| image =
| image alt =
| map =
|map2 = {{Location map | Indonesia Sumatra
 | relief = yes
| label =
| lat = -4.967
| long = 104.302
| mark = Bullseye1.png
| marksize = 40
| position = top
| width = 250
| float = right
| caption = }}
|caption = 
| map_alt =
| magnitude = 7.0 [[Skala kekuatan Moment|M<sub>w</sub>]]
| depth = {{convert|23|km|abbr=on}}
| location = {{Coord|4.967|S|104.302|E|display =inline,title}}
| type = [[Patahan (geologi)#Strike-slip faults|Strike-slip]]
| fault = [[Sesar Semangko]]
| countries affected = [[Indonesia]]
| tsunami =
| intensity = {{MMI|X}}<ref name=""BMKG"">{{cite web |title=Katalog Gempabumi Signifikan dan Dirasakan |url=https://www.bmkg.go.id/gempabumi/katalog-gempabumi-signifikan.bmkg |publisher=BMKG |access-date=26 August 2021 |archive-date=2021-07-25 |archive-url=https://web.archive.org/web/20210725043658/https://www.bmkg.go.id/gempabumi/katalog-gempabumi-signifikan.bmkg |dead-url=no }}</ref>
| casualties =207 tewas and 2000+ luka
}}"
Pemilihan umum legislatif Indonesia 1977,"{{Infobox Election
| election_name      = Pemilihan umum legislatif Indonesia 1977
| country            = Indonesia
| type               = Parlementer
| ongoing            = no
| previous_election  = Pemilihan umum legislatif Indonesia 1971
| previous_year      = 1971
| next_election      = Pemilihan umum legislatif Indonesia 1982
| next_year          = 1982
| seats_for_election = 360 kursi [[Dewan Perwakilan Rakyat]]
| election_date      = {{Start date|1977|05|2}}

| image1             = [[Berkas:Amir Murtono, Memperkenalkan Anggota-Anggota DPR Hasil Pemilu 1982, p148 (3x4).jpg|100px]]
| leader1            = [[Amir Murtono]]
| party1             = Golongan Karya
| last_election1     = 236 kursi, 62,82%
| seats1             = '''232'''
| seat_change1       = {{decrease}}4
| popular_vote1      = '''39.750.096'''
| percentage1        = '''62,11%'''
| swing1             = {{decrease}}0,71%

| image2             = [[Berkas:Mohammad Syafa'at Mintaredja, Minister of Social Affairs of Indonesia.jpg|100px]]
| leader2            = [[Mohammad Syafa'at Mintaredja]]
| party2             = Partai Persatuan Pembangunan
| last_election2     = ''Partai baru''
| seats2             = 99
| seat_change2       = ''Partai baru''
| popular_vote2      = 18.743.491
| percentage2        = 29,29%
| swing2             = ''Partai baru''

| image3             = [[Berkas:Sanusi Hardjadinata, Departemen Dalam Negeri dari Masa ke Masa, p103.jpg|100px]]
| leader3            = [[Sanusi Hardjadinata]]
| party3             = Partai Demokrasi Indonesia
| last_election3     = ''Partai baru''
| seats3             = 29
| seat_change3       = ''Partai baru''
| popular_vote3      = 5.504.751
| percentage3        = 8,60%
| swing3             = ''Partai baru''

| title              = Kepemimpinan
| before_election    = [[MPR]]: [[Abdul Haris Nasution]] (Militer)<br>[[DPR]]: Achmad Sjaichu ([[NU]])
| posttitle          = Kepemimpinan baru
| after_election     = [[MPR]] & [[DPR]]: [[Idham Chalid]] ([[PPP]])
| map_image         = Map of 1977 Indonesian Legislative Election - Cities and Regencies.svg
| map_size          = 
| map_alt           = 
| map               = 
| map_caption       = {{Legend|#FF0|Golkar}}{{Legend|green|PPP}}{{Legend|red|PDI}}
}}"
Gempa bumi Sulawesi Tengah 1996,"{{Infobox earthquake
| name = Gempa bumi Sulawesi 1996
| depth = 24.0 km
| casualties = 9 tewas, 63 luka-luka
| aftershocks = 
| foreshocks = 
| landslide = 
| tsunami = {{cvt|2–4|m|ft}}
| pgv = 
| pga = 
| intensity = {{MMI|X}}<ref name=""Impact"">{{cite web |title=M 7.9 - Minahasa, Sulawesi, Indonesia |url=https://earthquake.usgs.gov/earthquakes/eventpage/usp00079zv/executive |website=USGS-ANSS |publisher=USGS |access-date=24 March 2021}}</ref>
| damages = 
| affected = [[Indonesia]]
| type = [[Sesar (geologi)|Thrust]]
| fault = 
| magnitude = 7.9 {{M|w|link=yes}}
| image = 
| duration = 30 detik
| local-time = 16:05 [[WITA]]
| local-date = 1 Januari 1996
| anss-url = usp00079zv
| isc-event = 939295
| timestamp = 1996-01-01 08:05:10
| map2 = {{Location map| Indonesia_Sulawesi#Indonesia
 | relief = yes
 | lat = 0.729
 | long = 119.931
 | mark = Bullseye1.png
 | marksize = 40
 | position = top
 | width = 250
 | caption =}}
| location = {{coord|-0.729|119.931|display=inline, title}}
| map_caption = 
| map_alt = 
| map = 
| caption = 
| alt = 
| citations = 
}}"
Kejuaraan Nasional PSSI 1978,
Pendudukan Gedung DPR/MPR,
Peristiwa Lapangan Banteng 1982,
Operasi militer Indonesia di Aceh 1990-1998,"{{Infobox Military Conflict
|conflict=Operasi militer Indonesia di Aceh 1990–1998
|image=[[Berkas:IndonesiaAceh.png|280px]]
|caption=Lokasi Aceh di Indonesia
|partof=[[Pemberontakan di Aceh|Konflik di Aceh]] dan [[Separatisme di Indonesia]]
|date=Awal 1990 – 22 Agustus 1998
|place=[[Aceh]], [[Indonesia]]
|result= Penarikan [[ABRI]] dari Aceh
|combatant1=
{{flagicon|Indonesia}} [[Indonesia]]
* [[Angkatan Bersenjata Republik Indonesia]] (ABRI)
{{br}}'''Pendukung :'''{{br}}{{Flag|Amerika Serikat}}
|combatant2={{flagicon image|Flag of Free Aceh Movement.svg}} [[Gerakan Aceh Merdeka]]
* [[Tentara]] [[Nasional]] [[Aceh]] (TNA)
* [[Laskar]] [[Inöng]] [[Balè]]
|commander1={{flagicon|Indonesia}} [[Soeharto]]{{br}}{{Flagicon|Indonesia}} [[Try Sutrisno]]{{br}}{{Flagicon|Indonesia}} [[Sutiyoso]]
|commander2={{flagicon image|Flag of Free Aceh Movement.svg}} [[Teungku Hasan Muhammad di Tiro|Hasan Di Tiro]]{{br}}{{flagicon image|Flag of Free Aceh Movement.svg}} [[Abdullah Syafi'i (GAM)|Abdullah Syafi'i]]
|strength1={{Flagdeco|Indonesia}} 12,000 (1990)
|strength2={{flagicon image|Flag of Free Aceh Movement.svg}} 750+ (1991)
|casualties1=
|casualties2=
|casualties3=9.000+ orang tewas sebagian besar warga sipil <ref name=""ww"">{{cite web |url=http://www.worldwatch.org/node/3929 |title=Conflict and Peacemaking in Aceh: A Chronology &#124; Worldwatch Institute |format= |work= |accessdate= |archive-date=2019-07-10 |archive-url=https://web.archive.org/web/20190710011732/http://www.worldwatch.org/node/3929 |dead-url=yes }}</ref>
}}"
Kerusuhan rasial Jawa Tengah 1980,"{{Infobox civil conflict
| title            = {{PAGENAME}}
| partof           = 
| image            = 
| caption          = 
| date             = 20 November - 22 November 1980
| place            =  [[Kota Surakarta|Solo]] <br>  [[Kota Semarang|Semarang]] <br> [[Kabupaten Semarang]]
| coordinates      = 
| causes           = Terserempetnya seorang anak SGO (Pipit Supriyadi) oleh seorang preman  [[Tionghoa-Indonesia|keturunan Cina]] (Kicak) 
| goals            = Aksi anti-Tionghoa yang bersifat anarkis 
| methods          = Pembakaran <br> penjarahan
| status           = Selesai
| result           = 
| side1            = 
| side2            = 
| side3            = 
| leadfigures1     = Eddy Wibowo (mahasiswa tingkat II Fakultas Sastra Budaya  [[UNS|Universitas Negeri Sebelas Maret Surakarta]]) <br> Hari Mulyadi <br> Endu Marsono
| leadfigures2     = 
| leadfigures3     = 
| howmany1         = 
| howmany2         = 
| howmany3         = 
| casualties1      = 
| casualties2      = 
| casualties3      = 
| fatalities       =
| injuries         =
| arrests          =
| detentions       =
| charged          =
| fined            =
| casualties_label = 
| notes            = 
| sidebox          = 
}}"
Pernyataan Keprihatinan 1 Juli 1996,
Langit Makin Mendung,"{{Infobox short story <!--See [[Wikipedia:WikiProject Novels]]-->
| name              = Langit Makin Mendung
| image             = <!-- include the [[Berkas:]] and size -->
| caption           = 
| title_orig        = 
| translator        = 
| author            = Kipandjikusmin
| country           = Indonesia
| language          = Indonesia
| series            = 
| genre             = 
| published_in      = ''Sastra''
| publication_type  = 
| publisher         = 
| media_type        = Majalah
| pub_date          = 
| english_pub_date  = 
| preceded_by       = 
| followed_by       = 
}}"
Indonesia dalam tahun 1974,
Indonesia dalam tahun 1986,
Indonesia dalam tahun 1971,
Pelantikan Bacharuddin Jusuf Habibie,"{{Infobox historical event
 | Event_Name = Pelantikan<br>Bacharuddin Jusuf Habibie
 | Image_Name = Habibie presidential oath.jpg
 | Image_Alt = 
 | Image_Caption = Pelantikan Presiden B.J. Habibie di Istana Merdeka
 | Participants = Presiden [[B. J. Habibie]]<br><center><small>(penerima jabatan)</small>
 | Location =  [[Istana Merdeka]]<br>[[Jakarta Pusat]], [[DKI Jakarta]]
 | Date = 21 Mei 1998
 }}"
Peristiwa Tanjung Priok,"{{Infobox civil conflict
| title = Peristiwa Tanjung Priok
| partof =
| image = [[Berkas:Tragedi_Tanjung_Priok.jpeg|300px]]
| caption =
| date = 13 September 1984
| place = [[Tanjung Priok (disambiguasi)|Tanjung Priok]], [[Jakarta Utara]], Indonesia
| coordinates =
| causes =
| status =
| goals =
| result = lihat [[#Akibat|Akibat]]
| methods = Penembakan
| side1 = [[Tentara Nasional Indonesia]]
| side2 = Warga muslim Tanjung Priok
| side3 =
| leadfigures1 = [[Try Sutrisno]]<br/>[[Leonardus Benyamin Moerdani]]
| leadfigures2 = [[Amir Biki]]
| leadfigures3 =
| howmany1 = Tidak diketahui
| howmany2 = {{Abbr|>|Greater than}}1,000
| howmany3 =
| casualties1 = Tidak ada
| casualties2 = 24 tewas dan 54 terluka <small>(resmi)</small> <br/> {{Abbr|>|Greater than}}100 tewas atau terluka <small>(estimasi)</small>
| casualties3 =
| casualties_label =
| notes =
}}"
FESPIC Games 1986,"{{Infobox games
| Name                   = Pesta Olahraga Difabel Timur Jauh dan Pasifik Selatan 1986<br>''IV FESPIC Games''
| Logo                   = 
| Size                   = 
| Optional caption       =
| Motto = 
| Host city              = [[Solo]], [[Jawa Tengah]], [[Indonesia]]
| Nations participating  = 19
| Athletes participating = 834
| Events                 = 13 cabang olahraga
| Opening ceremony       = 31 Agustus
| Closing ceremony       = 7 September
| Officially opened by   = [[Soeharto]]<br>{{small|[[Presiden Republik Indonesia]]}}  
| Officially closed by   = [[Abdul Gafur]]<br>{{small|[[Menteri Pemuda dan Olahraga Republik Indonesia]]}}
| Athlete's Oath         = 
| Judge's Oath           =
| Torch Lighter          = 
| website                =
| Stadium                = [[Stadion Sriwedari]]
| previous               = [[FESPIC Games 1982|Sha Tin 1982]]
| next                   = [[FESPIC Games 1989|Kobe 1989]]
|}}"
Kejuaraan Nasional PSSI 1966–1967,
Gempa bumi Flores 1992,"{{Infobox earthquake
|title = Gempa bumi dan tsunami Flores 1992
|timestamp = 1992-12-12 05:29:26
|anss-url = usp0005j5a
|isc-event = 257091
|local-date = {{start-date|12 Desember 1992}}
|local-time = 13:29 [[Waktu Indonesia Tengah|WITA (Waktu Indonesia Tengah)]]
| map2 = {{Location map | Indonesia#Indonesia Flores
 | relief = 1
 | label =
 | lat = -8.48
 | long = 121.896
 | mark = Bullseye1.png
 | marksize = 40
 | position = top
 | width = 250
 | float = right
 | caption = }}
|magnitude = 7.8 [[Skala kekuatan Moment|M<sub>w</sub>]]<ref name=USGS>[https://earthquake.usgs.gov/eqcenter/eqarchives/significant/sig_1992.php Significant Earthquakes of the World in 1992] {{webarchive|url=https://web.archive.org/web/20090912001941/http://earthquake.usgs.gov/eqcenter/eqarchives/significant/sig_1992.php |date=2009-09-12 }} [[United States Geological Survey]]</ref>
|depth ={{convert|27,7|km|abbr=on}}
|location ={{coord|8.480|S|121.896|E|display=inline,title}}<ref name=USGS/>
|fault = [[Sesar Naik Busur Belakang Flores]]
|tsunami = 20–35 meter
|intensity = {{MMI|VIII}}<ref name=EXPO-CAT/>
|countries affected = [[Flores]] <br> [[Sulawesi Tenggara]] <br> [[Sulawesi Selatan]]
|casualties = Diperkirakan 2,500 meninggal dan 500 terluka.<ref name=USGS/>
}}"
Indonesia dalam tahun 1975,
Krisis sandera Mapenduma,"{{Infobox military conflict
|partof=[[Konflik Papua]]
|conflict=Krisis sandera Mapenduma
|image=[[Berkas:LocationWestPapua.svg|270px]]
|caption=[[Irian Jaya]], Indonesia
|date=8 Januari 1996 - 9 Mei 1996 (130 hari)
|place=[[Mapenduma, Jayawijaya]], [[Irian Jaya]], (sekarang di [[Provinsi Papua]]) [[Indonesia]]
|casus=Tuntuntan [[Organisasi Papua Merdeka]] untuk kemerdekaan [[Papua Barat (wilayah)|Wilayah Papua Barat]]
|territory=
|status=selesai
|combatant1={{flagicon|Indonesia}} [[Indonesia]]
|combatant2=[[Berkas:Morning_Star_flag.svg|22x20px|tepi]] [[Republik Papua Barat]]
|commander1={{flagicon|Indonesia}} [[Prabowo Subianto]]
|commander2=[[Berkas:Morning_Star_flag.svg|22x20px|tepi]] [[Kelly Kwalik]]
|strength1=100 Komando
|strength2=200 Pejuang 
|casualties1=5 tewas
1 helikopter jatuh
|casualties2=8 tewas
2 ditangkap
|casualties3= 2 sandera tewas
}}"
