Title,Properties
Invasi Indonesia ke Timor Timur,"{'conflict': 'Invasi Indonesia ke Timor Timur < br / > Operasi Seroja', 'partof': 'Perang Dingin', 'image': 'Timor - Indonesian Invasion.png', 'image_size': '300px', 'caption': 'Peta Bahasa Inggris yang menunjukkan daerah yang di invasi oleh Indonesia', 'date': '7 Desember 1975 – 17 Juli 1976 < br / > (7 bulan, 1 minggu dan 3 hari)', 'place': 'Timor Timur', 'result': 'Kemenangan Indonesia \n * Pendudukan Indonesia di Timor Timur sampai tahun 1999 \n * Genosida Timor Timur', 'territory': 'Timor Timur diduduki Indonesia < br / > & nbsp;∟Provinsi Timor Timur', 'combatant1': 'Indonesia \n * 20px  ABRI \n *  PSTT \n ---- \n *  UDT < ref > Indonesia (1977), p. 31. < /ref > \n * APODETI \n \n Didukung oleh:  \n *  < ref name= "" Simons, 189 "" > Simons, p. 189 < /ref > < ref name= "" auto "" >  < /ref > \n *  < ref name= "" auto3 "" > Taylor, p. 90 < /ref > \n *  < ref >  \n  < /ref > < ref name= "" Fernandes, Clinton 2004 "" > Fernandes, Clinton (2004) Reluctant Saviour: Australia, Indonesia and East Timor < /ref > \n *  < ref name= "" auto3 "" / > \n *  < ref name= "" auto3 "" / >', 'combatant2': 'Timor Leste \n *  FRETILIN \n *  FALINTIL \n \n Didukung oleh:  \n *  < ref name= "" auto2 "" / > \n *  < ref name= "" auto2 "" / > \n *  < ref name= "" auto2 "" / > \n *  < ref name= "" auto1 "" > A Dangerous Place, Little Brown, 1980, p. 247 < /ref > \n *  < ref name= "" auto2 "" > Jolliffe, pp. 208–216; Indonesia (1977), p. 37. < /ref >', 'commander1': 'Luhut Binsar Pandjaitan', 'strength1': '35.000 tentara', 'strength2': '25.000 pasukan reguler < br > \n 70.000 milisi < br > \n 5.000 cadangan < br > \n Total 100.000', 'casualties1': '1.000 tewas, terluka atau ditangkap < ref > Power Kills R.J. Rummel < /ref > < ref > Eckhardt, William, in World Military and Social Expenditures 1987–88 (12th ed., 1987) by Ruth Leger Sivard. < /ref >', 'casualties2': '185.000+ tewas, terluka atau ditangkap (1974–1999) < ref name= "" Chega! "" > „Chega!“-Report of Commission for Reception, Truth and Reconciliation in East Timor (CAVR) < /ref > < br / > < small > (termasuk warga sipil) < /small >'}"
Pendudukan Indonesia di Provinsi Timor Timur,"{'conflict': 'Pendudukan Indonesia di Timor Timur', 'image': 'LocationEastTimorNamed.svg', 'image_size': '300px', 'caption': 'Lokasi Timor Timur, dengan menampilkan negara-negara tetangga.', 'partof': 'Perang Dingin', 'place': 'Timor Timur', 'date': 'De facto: < br / > 7 Desember 1975 & nbsp;– 31 Oktober 1999 < br / >  < br / > De jure: < br / > 7 Desember 1975 & nbsp;– 20 Mei 2002 < br / >', 'result': '*Krisis Timor Timur 1999 \n *Timor Timur memperoleh kemerdekaan setelah referendum kemerdekaan memilih untuk meninggalkan Indonesia \n * Indonesia memiliki pengaruh yang kuat di Timor Timur', 'combatant1': '*  Timor Timur \n Didukung oleh: < br / >  (hingga 1991) < br / >  (hingga 1991) < br / >  (hingga 1991, dukungan senjata hingga 1997) < br / >  (hingga 1991) < br / >  (hingga 1991) < br / >  (hingga 1991)', 'combatant2': '*  Fretilin (Falintil) \n *  CNRM (kemudian CNRT) \n *  UDT \n Didukung oleh: < br / > \n  (1999) < br / >  (1999) < br / >  (1999) < br / >  (1999) < br / >  (1999) < br/ >  (1999) < br / >  (1999) < br / >  Libya < br / >  (1999) < br / >  < br / >  < br / >  (1975–1991) < br / >  (1991–1999) < br / >  (1999) < br / >  (1975–1999) < br / >', 'commander1': 'Soeharto < br / >  B. J. Habibie < br / >  Maraden Panggabean < br / >  Muhammad Jusuf < br / >  L. B. Murdani < br / >  Dading Kalbuadi < br / >  Try Sutrisno < br / >  Edi Sudradjat < br / >  Feisal Tanjung < br / >  Wiranto < br / >  Prabowo Subianto < br / >  José Abílio Osório Soares < br / >  Eurico Guterres', 'commander2': ""Francisco Xavier do Amaral < br / >  Nicolau dos Reis Lobato < br / >  Mari Alkatiri < br / >  Taur Matan Ruak < br / >  Nino Konis Santana < br / >  Ma'huno Bulerek Karathayano < br / >  Xanana Gusmão < br / >  Rogério Lobato < br / >  David Alex < br / >  Keri Laran Sabalae"", 'casualties1': '2.277 tentara dan polisi Indonesia tewas < br > 1.527 milisi Timor Timur tewas < br > 2.400 terluka < br > Total: 3.408 tewas dan 2.400 terluka < ref >  < /ref >', 'casualties2': 'Perkiraan berkisar antara 100.000–300.000 orang tewas (lihat di bawah)'}"
Kejatuhan Soeharto,"{'title': 'Kejatuhan Soeharto', 'partof': 'Reformasi Indonesia', 'image': 'Searah jarum jam, dari atas:', 'date': '4–21 Mei 1998', 'place': 'Indonesia', 'result': 'Kejatuhan Orde Baru \n * Presiden Soeharto mengundurkan diri \n * Peresmian B.J. Habibie sebagai presiden \n * Pembentukan Kabinet Reformasi Pembangunan \n * Referendum kemerdekaan untuk Timor Timur pada 30 Agustus 1999', 'leadfigures1': 'Soeharto < br / >  < br / >  < br / >  Wiranto < br / > Berbagai politisi dan jenderal lainnya', 'leadfigures2': 'Amien Rais < br / >  < br / >  Harmoko < br / > Berbagai pemimpin mahasiswa dan politisi oposisi lainnya'}"
Kerusuhan Banjarmasin,"{'title': 'Kerusuhan Banjarmasin', 'image': '250px', 'caption': 'Makam massal para korban kerusuhan di Landasan Ulin, Banjarbaru.', 'date': '23 Mei 1997', 'place': 'Banjarmasin', 'casualties3': '< !-- Temporarily left blank until article is complete -- >'}"
Amir Murtono,"{'name': 'Amir Murtono', 'image': 'Amir Murtono, Memperkenalkan Anggota-Anggota DPR Hasil Pemilu 1982, p148.jpg', 'order': 'ke-3', 'office': 'Ketua Umum Partai Golkar', 'term_start': '1973', 'term_end': '1983', 'predecessor': 'Suprapto Sukowati', 'successor': 'Sudharmono', 'birth_date': '7 Juli 1924', 'birth_place': 'Kertosono, Nganjuk, Jawa Timur', 'nationality': 'Indonesia', 'death_date': '2021 (umur 96–97)', 'spouse': 'Naniek Kusmani', 'rank': '25px Mayor Jenderal TNI', 'branch': '25px TNI Angkatan Darat', 'unit': 'Infanteri', 'allegiance': 'Indonesia'}"
Operasi militer Indonesia di Aceh 1990-1998,"{'conflict': 'Operasi militer Indonesia di Aceh 1990–1998', 'image': '280px', 'caption': 'Lokasi Aceh di Indonesia', 'partof': 'Konflik di Aceh dan Separatisme di Indonesia', 'date': 'Awal 1990 – 22 Agustus 1998', 'place': 'Aceh, Indonesia', 'result': 'Penarikan ABRI dari Aceh', 'combatant1': 'Indonesia \n * Angkatan Bersenjata Republik Indonesia (ABRI) \n Pendukung :', 'combatant2': 'Gerakan Aceh Merdeka \n * Tentara Nasional Aceh (TNA) \n * Laskar Inöng Balè', 'commander1': 'Soeharto Try Sutrisno Sutiyoso', 'commander2': ""Hasan Di Tiro Abdullah Syafi'i"", 'strength1': '12,000 (1990)', 'strength2': '750+ (1991)', 'casualties3': '9.000+ orang tewas sebagian besar warga sipil  < ref name= "" ww "" >  < /ref >'}"
Tragedi Simpang KKA,"{'date': '3 Mei 1999', 'place': 'Dewantara, Aceh Utara, Indonesia', 'reported deaths': '46', 'reported missing': '10', 'reported injuries': '156'}"
Tragedi Gedung KNPI Aceh Utara,"{'date': '9 Januari 1999', 'place': 'Lhokseumawe, Aceh Utara, Indonesia', 'reported deaths': '5', 'reported missing': '0', 'reported injuries': '44'}"
Pembantaian Beutong Ateueh,"{'title': 'Pembantaian Beutong Ateueh', 'partof': 'Konflik Aceh', 'location': 'Blang Meurandeh, Nagan Raya', 'type': 'Pembunuhan massal, pembantaian', 'fatalities': '56', 'perpetrators': 'Korem 011/Lilawangsa, Batalyon 328 Kostrad', 'weapons': 'Senjata api'}"
Tragedi Relawan LSM RATA,"{'date': '6 Desember 2000', 'place': 'Blang Mangat, Lhokseumawe, Indonesia', 'reported deaths': '3', 'reported missing': '-', 'reported injuries': '-'}"
Genosida Timor Timur,"{'title': 'Genosida Timor Leste', 'partof': 'Pendudukan Indonesia di Timor Leste', 'image': 'Sebastião Gomes grave.jpg', 'image_size': '300px', 'caption': 'Pembantaian Santa Cruz terjadi di tengah prosesi pemakaman Sebastião Gomes tahun 1991.', 'location': 'Timor Leste di bawah  < br > pendudukan Indonesia', 'target': 'Menundukkan secara paksa bangsa Timor Leste ke pemerintah Indonesia', 'date': 'Pendudukan berlangsung tahun 1975 sampai 1999, tetapi sebagian besar pembunuhan massal terjadi tahun 1970-an', 'type': 'Penghilangan paksa, Pembantaian genosidal', 'fatalities': 'Perkiraan total korban tewas berkisar antara 100.000–300.000 jiwa'}"
Badan Pembinaan Pendidikan Pelaksanaan Pedoman Penghayatan dan Pengamalan Pancasila,"{'nama': 'Badan Pembinaan Pendidikan Pelaksanaan Pedoman Penghayatan dan Pengamalan Pancasila', 'singkatan': 'BP7', 'gambar': '< !--180px-- >', 'dasar': 'Keputusan Presiden Nomor 10 Tahun 1979', 'nomenklatur_sebelumnya': '< !-- nama kementerian sebelumnya -- >', 'nomenklatur_pengganti': '< !-- nama kementerian yang menggantikan -- >', 'koordinasi': '< !--menteri / kepala lembaga yang mengkoordinasi-- >', 'nama_inspektur': '< !--Inspektur Utama (eselon I) / Inspektur (eselon II)-- >', 'alamat': 'Gedung BP7, Jalan Pejambon 2, Senen, Senen, Jakarta Pusat'}"
Jonggol sebagai Kandidat Ibukota Indonesia,"{'name': 'Jonggol', 'official_name': 'Kota Mandiri Jonggol (Garudasakti)', 'settlement_type': 'Usulan Pemindahan Ibukota', 'subdivision_type': 'Negara', 'utc_offset': '+07:00', 'extinct_date': '1998', 'subdivision_type1': 'Provinsi', 'area_land_ha': '35,000'}"
Kamp pengasingan Moncongloe,"{'name': 'Kamp pengasingan Moncongloe', 'image': 'Kamp Moncongloe11.png', 'image_size': '280px', 'caption': 'Peta lokasi Kamp pengasingan Moncongloe', 'image_map': 'South Sulawesi in Indonesia.svg', 'status': 'Pengasingan', 'classification': 'Rehabilitasi', 'population': '± 13 ribu (sepanjang 1969–1979)', 'opened': 'Maret 1969', 'closed': '1979', 'former_name': 'Inrehab Kokamtibda Sulselra', 'governor': ':Kapten Rakimin (1969–)Kapten Bonar SiregarKapten ToliuKapten Wahyudin Lubis (–1979)', 'street-address': 'Moncongloe', 'city': 'Kabupaten Maros dan Kabupaten Gowa', 'state': 'Sulawesi Selatan', 'country': 'Indonesia'}"
